Tiempo_s,Valor
0.0284710000008345,1.56417582417582
2.7573049999997,1.68021978021978
2.81017400000244,2.27575091575092
2.85528000000119,1.45054945054945
2.8963030000031,1.33531135531136
2.93405700000375,1.2047619047619
2.97331199999899,1.3570695970696
3.01073600000143,1.32644688644689
3.04146599999815,1.39897435897436
3.07467400000244,1.52468864468864
3.1037119999975,1.46344322344322
3.12535300000012,1.49648351648352
3.14659000000358,1.57948717948718
3.16658900000155,1.90989010989011
3.18864299999922,1.55128205128205
3.21921900000423,1.37721611721612
3.23981700000167,1.31113553113553
3.26057699999958,1.45135531135531
3.28249400000274,1.40058608058608
3.30830000000447,1.44974358974359
3.33935900000483,1.476336996337
3.36878199999779,1.54967032967033
3.39657100000232,3.1952380952381
3.43154399999976,1.54483516483516
3.45977700000256,1.73179487179487
3.48169600000232,2.29831501831502
3.50438100000471,1.29098901098901
3.52342000000179,1.31838827838828
3.5443580000028,1.36271062271062
3.56836699999869,1.51582417582418
3.58903299999982,1.56498168498168
3.61074300000072,1.60527472527473
3.63146999999881,1.52549450549451
3.65249899999797,1.58915750915751
3.6738200000003,1.56498168498168
3.69435199999809,1.98886446886447
3.71532699999958,1.47391941391941
3.73738800000399,1.2643956043956
3.76019099999964,1.38688644688645
3.78463400000334,1.36029304029304
3.81118400000036,1.37641025641026
3.8394849999994,1.44087912087912
3.86304699999839,1.36673992673993
3.89147699999809,3.18556776556777
3.91898099999875,1.46424908424908
3.95361200000346,1.66893772893773
3.99056899999827,2.29912087912088
4.02761900000274,1.39413919413919
4.07230799999833,1.3796336996337
4.10899700000137,1.39172161172161
4.14810000000149,1.41025641025641
4.1890680000037,1.4803663003663
4.22932599999756,1.5770695970696
4.26588199999928,1.476336996337
4.30713199999928,1.76967032967033
4.34807999999821,1.77289377289377
4.38686800000072,2.07025641025641
4.4266930000037,1.58996336996337
4.46496999999881,1.32161172161172
4.50556899999827,1.34981684981685
4.54377700000256,1.36351648351648
4.58131499999762,1.40864468864469
4.62305900000036,1.52468864468864
4.6620700000003,1.49084249084249
4.70533200000227,1.44087912087912
4.74106400000304,1.51018315018315
4.79313499999791,1.77692307692308
4.87261200000346,1.58351648351648
4.95299400000274,1.23216117216117
5.03210100000352,1.29985347985348
5.12711699999869,1.34578754578755
5.20656100000441,1.43120879120879
5.28482100000232,1.48842490842491
5.36062399999797,1.52065934065934
5.43886100000143,3.19201465201465
5.51840500000119,1.54725274725275
5.59844600000232,1.71487179487179
5.67779699999839,2.20322344322344
5.77462099999934,1.40703296703297
5.85413899999857,1.51824175824176
5.93421100000292,1.53516483516484
6.01353400000185,1.54161172161172
6.09257900000364,1.57304029304029
6.17276799999923,1.5214652014652
6.25110700000077,3.19846153846154
6.33260300000012,1.4843956043956
6.40994600000232,1.63267399267399
6.49105900000036,2.15970695970696
6.57140900000185,1.24666666666667
